Granule UR,Producer Granule ID,Start Time,End Time,Online Access URLs,Browse URLs,Cloud Cover,Day/Night,Size
S6A_P4_2__LR_RED__NR_025_161_20210719T221154_20210720T000626_F02,,2021-07-19T22:11:54.501Z,2021-07-20T00:06:26.468Z,"https://archive.podaac.earthdata.nasa.gov/podaac-ops-cumulus-protected/JASON_CS_S6A_L2_ALT_LR_RED_OST_NRT_F/S6A_P4_2__LR_RED__NR_025_161_20210719T221154_20210720T000626_F02.nc,https://archive.podaac.earthdata.nasa.gov/podaac-ops-cumulus-protected/JASON_CS_S6A_L2_ALT_LR_RED_OST_NRT_F/S6A_P4_2__LR_RED__NR_025_161_20210719T221154_20210720T000626_F02.bufr.bin",,,UNSPECIFIED,2.6780214309692383
S6A_P4_2__LR_RED__NR_025_163_20210720T000626_20210720T020212_F02,,2021-07-20T00:06:26.518Z,2021-07-20T02:02:12.474Z,"https://archive.podaac.earthdata.nasa.gov/podaac-ops-cumulus-protected/JASON_CS_S6A_L2_ALT_LR_RED_OST_NRT_F/S6A_P4_2__LR_RED__NR_025_163_20210720T000626_20210720T020212_F02.nc,https://archive.podaac.earthdata.nasa.gov/podaac-ops-cumulus-protected/JASON_CS_S6A_L2_ALT_LR_RED_OST_NRT_F/S6A_P4_2__LR_RED__NR_025_163_20210720T000626_20210720T020212_F02.bufr.bin",,,UNSPECIFIED,5.449790000915527
S6A_P4_2__LR_RED__NR_025_165_20210720T020212_20210720T035756_F02,,2021-07-20T02:02:12.525Z,2021-07-20T03:57:56.493Z,"https://archive.podaac.earthdata.nasa.gov/podaac-ops-cumulus-protected/JASON_CS_S6A_L2_ALT_LR_RED_OST_NRT_F/S6A_P4_2__LR_RED__NR_025_165_20210720T020212_20210720T035756_F02.nc,https://archive.podaac.earthdata.nasa.gov/podaac-ops-cumulus-protected/JASON_CS_S6A_L2_ALT_LR_RED_OST_NRT_F/S6A_P4_2__LR_RED__NR_025_165_20210720T020212_20210720T035756_F02.bufr.bin",,,UNSPECIFIED,2.702134132385254
S6A_P4_2__LR_RED__NR_025_167_20210720T035756_20210720T055333_F02,,2021-07-20T03:57:56.543Z,2021-07-20T05:53:33.482Z,"https://archive.podaac.earthdata.nasa.gov/podaac-ops-cumulus-protected/JASON_CS_S6A_L2_ALT_LR_RED_OST_NRT_F/S6A_P4_2__LR_RED__NR_025_167_20210720T035756_20210720T055333_F02.nc,https://archive.podaac.earthdata.nasa.gov/podaac-ops-cumulus-protected/JASON_CS_S6A_L2_ALT_LR_RED_OST_NRT_F/S6A_P4_2__LR_RED__NR_025_167_20210720T035756_20210720T055333_F02.bufr.bin",,,UNSPECIFIED,0.3081998825073242
S6A_P4_2__LR_RED__NR_025_169_20210720T055333_20210720T073350_F02,,2021-07-20T05:53:33.532Z,2021-07-20T07:33:50.485Z,"https://archive.podaac.earthdata.nasa.gov/podaac-ops-cumulus-protected/JASON_CS_S6A_L2_ALT_LR_RED_OST_NRT_F/S6A_P4_2__LR_RED__NR_025_169_20210720T055333_20210720T073350_F02.nc,https://archive.podaac.earthdata.nasa.gov/podaac-ops-cumulus-protected/JASON_CS_S6A_L2_ALT_LR_RED_OST_NRT_F/S6A_P4_2__LR_RED__NR_025_169_20210720T055333_20210720T073350_F02.bufr.bin",,,UNSPECIFIED,2.387089729309082
S6A_P4_2__LR_RED__NR_025_171_20210720T073350_20210720T092602_F02,,2021-07-20T07:33:50.536Z,2021-07-20T09:26:02.499Z,"https://archive.podaac.earthdata.nasa.gov/podaac-ops-cumulus-protected/JASON_CS_S6A_L2_ALT_LR_RED_OST_NRT_F/S6A_P4_2__LR_RED__NR_025_171_20210720T073350_20210720T092602_F02.nc,https://archive.podaac.earthdata.nasa.gov/podaac-ops-cumulus-protected/JASON_CS_S6A_L2_ALT_LR_RED_OST_NRT_F/S6A_P4_2__LR_RED__NR_025_171_20210720T073350_20210720T092602_F02.bufr.bin",,,UNSPECIFIED,5.184728622436523
S6A_P4_2__LR_RED__NR_025_173_20210720T092602_20210720T112057_F02,,2021-07-20T09:26:02.550Z,2021-07-20T11:20:57.455Z,"https://archive.podaac.earthdata.nasa.gov/podaac-ops-cumulus-protected/JASON_CS_S6A_L2_ALT_LR_RED_OST_NRT_F/S6A_P4_2__LR_RED__NR_025_173_20210720T092602_20210720T112057_F02.nc,https://archive.podaac.earthdata.nasa.gov/podaac-ops-cumulus-protected/JASON_CS_S6A_L2_ALT_LR_RED_OST_NRT_F/S6A_P4_2__LR_RED__NR_025_173_20210720T092602_20210720T112057_F02.bufr.bin",,,UNSPECIFIED,0.30794620513916016
S6A_P4_2__LR_RED__NR_025_175_20210720T112057_20210720T131708_F02,,2021-07-20T11:20:57.505Z,2021-07-20T13:17:08.460Z,"https://archive.podaac.earthdata.nasa.gov/podaac-ops-cumulus-protected/JASON_CS_S6A_L2_ALT_LR_RED_OST_NRT_F/S6A_P4_2__LR_RED__NR_025_175_20210720T112057_20210720T131708_F02.nc,https://archive.podaac.earthdata.nasa.gov/podaac-ops-cumulus-protected/JASON_CS_S6A_L2_ALT_LR_RED_OST_NRT_F/S6A_P4_2__LR_RED__NR_025_175_20210720T112057_20210720T131708_F02.bufr.bin",,,UNSPECIFIED,0.30799198150634766
S6A_P4_2__LR_RED__NR_025_177_20210720T131708_20210720T151317_F02,,2021-07-20T13:17:08.510Z,2021-07-20T15:13:17.477Z,"https://archive.podaac.earthdata.nasa.gov/podaac-ops-cumulus-protected/JASON_CS_S6A_L2_ALT_LR_RED_OST_NRT_F/S6A_P4_2__LR_RED__NR_025_177_20210720T131708_20210720T151317_F02.nc,https://archive.podaac.earthdata.nasa.gov/podaac-ops-cumulus-protected/JASON_CS_S6A_L2_ALT_LR_RED_OST_NRT_F/S6A_P4_2__LR_RED__NR_025_177_20210720T131708_20210720T151317_F02.bufr.bin",,,UNSPECIFIED,0.3105440139770508
S6A_P4_2__LR_RED__NR_025_184_20210720T190549_20210720T204056_F02,,2021-07-20T19:05:49.565Z,2021-07-20T20:40:56.498Z,"https://archive.podaac.earthdata.nasa.gov/podaac-ops-cumulus-protected/JASON_CS_S6A_L2_ALT_LR_RED_OST_NRT_F/S6A_P4_2__LR_RED__NR_025_184_20210720T190549_20210720T204056_F02.nc,https://archive.podaac.earthdata.nasa.gov/podaac-ops-cumulus-protected/JASON_CS_S6A_L2_ALT_LR_RED_OST_NRT_F/S6A_P4_2__LR_RED__NR_025_184_20210720T190549_20210720T204056_F02.bufr.bin",,,UNSPECIFIED,0.22264480590820312
S6A_P4_2__LR_RED__NR_025_185_20210720T204056_20210720T223355_F02,,2021-07-20T20:40:56.548Z,2021-07-20T22:33:55.482Z,"https://archive.podaac.earthdata.nasa.gov/podaac-ops-cumulus-protected/JASON_CS_S6A_L2_ALT_LR_RED_OST_NRT_F/S6A_P4_2__LR_RED__NR_025_185_20210720T204056_20210720T223355_F02.nc,https://archive.podaac.earthdata.nasa.gov/podaac-ops-cumulus-protected/JASON_CS_S6A_L2_ALT_LR_RED_OST_NRT_F/S6A_P4_2__LR_RED__NR_025_185_20210720T204056_20210720T223355_F02.bufr.bin",,,UNSPECIFIED,0.30174732208251953
S6A_P4_2__LR_RED__NR_025_187_20210720T223355_20210721T002855_F02,,2021-07-20T22:33:55.532Z,2021-07-21T00:28:55.469Z,"https://archive.podaac.earthdata.nasa.gov/podaac-ops-cumulus-protected/JASON_CS_S6A_L2_ALT_LR_RED_OST_NRT_F/S6A_P4_2__LR_RED__NR_025_187_20210720T223355_20210721T002855_F02.nc,https://archive.podaac.earthdata.nasa.gov/podaac-ops-cumulus-protected/JASON_CS_S6A_L2_ALT_LR_RED_OST_NRT_F/S6A_P4_2__LR_RED__NR_025_187_20210720T223355_20210721T002855_F02.bufr.bin",,,UNSPECIFIED,2.687188148498535
S6A_P4_2__LR_RED__NR_025_189_20210721T002855_20210721T022443_F02,,2021-07-21T00:28:55.519Z,2021-07-21T02:24:43.496Z,"https://archive.podaac.earthdata.nasa.gov/podaac-ops-cumulus-protected/JASON_CS_S6A_L2_ALT_LR_RED_OST_NRT_F/S6A_P4_2__LR_RED__NR_025_189_20210721T002855_20210721T022443_F02.nc,https://archive.podaac.earthdata.nasa.gov/podaac-ops-cumulus-protected/JASON_CS_S6A_L2_ALT_LR_RED_OST_NRT_F/S6A_P4_2__LR_RED__NR_025_189_20210721T002855_20210721T022443_F02.bufr.bin",,,UNSPECIFIED,0.31048107147216797
S6A_P4_2__LR_RED__NR_025_191_20210721T022443_20210721T042029_F02,,2021-07-21T02:24:43.546Z,2021-07-21T04:20:29.455Z,"https://archive.podaac.earthdata.nasa.gov/podaac-ops-cumulus-protected/JASON_CS_S6A_L2_ALT_LR_RED_OST_NRT_F/S6A_P4_2__LR_RED__NR_025_191_20210721T022443_20210721T042029_F02.nc,https://archive.podaac.earthdata.nasa.gov/podaac-ops-cumulus-protected/JASON_CS_S6A_L2_ALT_LR_RED_OST_NRT_F/S6A_P4_2__LR_RED__NR_025_191_20210721T022443_20210721T042029_F02.bufr.bin",,,UNSPECIFIED,2.702813148498535
S6A_P4_2__LR_RED__NR_025_193_20210721T042029_20210721T061605_F02,,2021-07-21T04:20:29.506Z,2021-07-21T06:16:05.495Z,"https://archive.podaac.earthdata.nasa.gov/podaac-ops-cumulus-protected/JASON_CS_S6A_L2_ALT_LR_RED_OST_NRT_F/S6A_P4_2__LR_RED__NR_025_193_20210721T042029_20210721T061605_F02.nc,https://archive.podaac.earthdata.nasa.gov/podaac-ops-cumulus-protected/JASON_CS_S6A_L2_ALT_LR_RED_OST_NRT_F/S6A_P4_2__LR_RED__NR_025_193_20210721T042029_20210721T061605_F02.bufr.bin",,,UNSPECIFIED,5.509055137634277
S6A_P4_2__LR_RED__NR_025_195_20210721T061605_20210721T075531_F02,,2021-07-21T06:16:05.545Z,2021-07-21T07:55:31.462Z,"https://archive.podaac.earthdata.nasa.gov/podaac-ops-cumulus-protected/JASON_CS_S6A_L2_ALT_LR_RED_OST_NRT_F/S6A_P4_2__LR_RED__NR_025_195_20210721T061605_20210721T075531_F02.nc,https://archive.podaac.earthdata.nasa.gov/podaac-ops-cumulus-protected/JASON_CS_S6A_L2_ALT_LR_RED_OST_NRT_F/S6A_P4_2__LR_RED__NR_025_195_20210721T061605_20210721T075531_F02.bufr.bin",,,UNSPECIFIED,0.3128633499145508
S6A_P4_2__LR_RED__NR_025_197_20210721T075531_20210721T094805_F02,,2021-07-21T07:55:31.512Z,2021-07-21T09:48:05.480Z,"https://archive.podaac.earthdata.nasa.gov/podaac-ops-cumulus-protected/JASON_CS_S6A_L2_ALT_LR_RED_OST_NRT_F/S6A_P4_2__LR_RED__NR_025_197_20210721T075531_20210721T094805_F02.nc,https://archive.podaac.earthdata.nasa.gov/podaac-ops-cumulus-protected/JASON_CS_S6A_L2_ALT_LR_RED_OST_NRT_F/S6A_P4_2__LR_RED__NR_025_197_20210721T075531_20210721T094805_F02.bufr.bin",,,UNSPECIFIED,0.3144826889038086
S6A_P4_2__LR_RED__NR_025_199_20210721T094805_20210721T114336_F02,,2021-07-21T09:48:05.530Z,2021-07-21T11:43:36.454Z,"https://archive.podaac.earthdata.nasa.gov/podaac-ops-cumulus-protected/JASON_CS_S6A_L2_ALT_LR_RED_OST_NRT_F/S6A_P4_2__LR_RED__NR_025_199_20210721T094805_20210721T114336_F02.nc,https://archive.podaac.earthdata.nasa.gov/podaac-ops-cumulus-protected/JASON_CS_S6A_L2_ALT_LR_RED_OST_NRT_F/S6A_P4_2__LR_RED__NR_025_199_20210721T094805_20210721T114336_F02.bufr.bin",,,UNSPECIFIED,0.3140707015991211
S6A_P4_2__LR_RED__NR_025_201_20210721T114336_20210721T133952_F02,,2021-07-21T11:43:36.504Z,2021-07-21T13:39:52.463Z,"https://archive.podaac.earthdata.nasa.gov/podaac-ops-cumulus-protected/JASON_CS_S6A_L2_ALT_LR_RED_OST_NRT_F/S6A_P4_2__LR_RED__NR_025_201_20210721T114336_20210721T133952_F02.nc,https://archive.podaac.earthdata.nasa.gov/podaac-ops-cumulus-protected/JASON_CS_S6A_L2_ALT_LR_RED_OST_NRT_F/S6A_P4_2__LR_RED__NR_025_201_20210721T114336_20210721T133952_F02.bufr.bin",,,UNSPECIFIED,0.5438814163208008
S6A_P4_2__LR_RED__NR_025_203_20210721T133952_20210721T153555_F02,,2021-07-21T13:39:52.513Z,2021-07-21T15:35:55.494Z,"https://archive.podaac.earthdata.nasa.gov/podaac-ops-cumulus-protected/JASON_CS_S6A_L2_ALT_LR_RED_OST_NRT_F/S6A_P4_2__LR_RED__NR_025_203_20210721T133952_20210721T153555_F02.nc,https://archive.podaac.earthdata.nasa.gov/podaac-ops-cumulus-protected/JASON_CS_S6A_L2_ALT_LR_RED_OST_NRT_F/S6A_P4_2__LR_RED__NR_025_203_20210721T133952_20210721T153555_F02.bufr.bin",,,UNSPECIFIED,2.6637887954711914
S6A_P4_2__LR_RED__NR_025_205_20210721T153555_20210721T173143_F02,,2021-07-21T15:35:55.544Z,2021-07-21T17:31:43.489Z,"https://archive.podaac.earthdata.nasa.gov/podaac-ops-cumulus-protected/JASON_CS_S6A_L2_ALT_LR_RED_OST_NRT_F/S6A_P4_2__LR_RED__NR_025_205_20210721T153555_20210721T173143_F02.nc,https://archive.podaac.earthdata.nasa.gov/podaac-ops-cumulus-protected/JASON_CS_S6A_L2_ALT_LR_RED_OST_NRT_F/S6A_P4_2__LR_RED__NR_025_205_20210721T153555_20210721T173143_F02.bufr.bin",,,UNSPECIFIED,0.3132820129394531
S6A_P4_2__LR_RED__NR_025_207_20210721T173143_20210721T191151_F02,,2021-07-21T17:31:43.539Z,2021-07-21T19:11:51.454Z,"https://archive.podaac.earthdata.nasa.gov/podaac-ops-cumulus-protected/JASON_CS_S6A_L2_ALT_LR_RED_OST_NRT_F/S6A_P4_2__LR_RED__NR_025_207_20210721T173143_20210721T191151_F02.nc,https://archive.podaac.earthdata.nasa.gov/podaac-ops-cumulus-protected/JASON_CS_S6A_L2_ALT_LR_RED_OST_NRT_F/S6A_P4_2__LR_RED__NR_025_207_20210721T173143_20210721T191151_F02.bufr.bin",,,UNSPECIFIED,0.31412696838378906
S6A_P4_2__LR_RED__NR_025_209_20210721T191151_20210721T210223_F02,,2021-07-21T19:11:51.504Z,2021-07-21T21:02:23.465Z,"https://archive.podaac.earthdata.nasa.gov/podaac-ops-cumulus-protected/JASON_CS_S6A_L2_ALT_LR_RED_OST_NRT_F/S6A_P4_2__LR_RED__NR_025_209_20210721T191151_20210721T210223_F02.nc,https://archive.podaac.earthdata.nasa.gov/podaac-ops-cumulus-protected/JASON_CS_S6A_L2_ALT_LR_RED_OST_NRT_F/S6A_P4_2__LR_RED__NR_025_209_20210721T191151_20210721T210223_F02.bufr.bin",,,UNSPECIFIED,2.551732063293457
S6A_P4_2__LR_RED__NR_025_211_20210721T210223_20210721T225607_F02,,2021-07-21T21:02:23.515Z,2021-07-21T22:56:07.464Z,"https://archive.podaac.earthdata.nasa.gov/podaac-ops-cumulus-protected/JASON_CS_S6A_L2_ALT_LR_RED_OST_NRT_F/S6A_P4_2__LR_RED__NR_025_211_20210721T210223_20210721T225607_F02.nc,https://archive.podaac.earthdata.nasa.gov/podaac-ops-cumulus-protected/JASON_CS_S6A_L2_ALT_LR_RED_OST_NRT_F/S6A_P4_2__LR_RED__NR_025_211_20210721T210223_20210721T225607_F02.bufr.bin",,,UNSPECIFIED,2.661393165588379
S6A_P4_2__LR_RED__NR_025_213_20210721T225607_20210722T005131_F02,,2021-07-21T22:56:07.515Z,2021-07-22T00:51:31.464Z,"https://archive.podaac.earthdata.nasa.gov/podaac-ops-cumulus-protected/JASON_CS_S6A_L2_ALT_LR_RED_OST_NRT_F/S6A_P4_2__LR_RED__NR_025_213_20210721T225607_20210722T005131_F02.nc,https://archive.podaac.earthdata.nasa.gov/podaac-ops-cumulus-protected/JASON_CS_S6A_L2_ALT_LR_RED_OST_NRT_F/S6A_P4_2__LR_RED__NR_025_213_20210721T225607_20210722T005131_F02.bufr.bin",,,UNSPECIFIED,0.31138038635253906
S6A_P4_2__LR_RED__NR_025_215_20210722T005131_20210722T024724_F02,,2021-07-22T00:51:31.514Z,2021-07-22T02:47:24.497Z,"https://archive.podaac.earthdata.nasa.gov/podaac-ops-cumulus-protected/JASON_CS_S6A_L2_ALT_LR_RED_OST_NRT_F/S6A_P4_2__LR_RED__NR_025_215_20210722T005131_20210722T024724_F02.nc,https://archive.podaac.earthdata.nasa.gov/podaac-ops-cumulus-protected/JASON_CS_S6A_L2_ALT_LR_RED_OST_NRT_F/S6A_P4_2__LR_RED__NR_025_215_20210722T005131_20210722T024724_F02.bufr.bin",,,UNSPECIFIED,5.4414167404174805
S6A_P4_2__LR_RED__NR_025_217_20210722T024724_20210722T044301_F02,,2021-07-22T02:47:24.547Z,2021-07-22T04:43:01.468Z,"https://archive.podaac.earthdata.nasa.gov/podaac-ops-cumulus-protected/JASON_CS_S6A_L2_ALT_LR_RED_OST_NRT_F/S6A_P4_2__LR_RED__NR_025_217_20210722T024724_20210722T044301_F02.nc,https://archive.podaac.earthdata.nasa.gov/podaac-ops-cumulus-protected/JASON_CS_S6A_L2_ALT_LR_RED_OST_NRT_F/S6A_P4_2__LR_RED__NR_025_217_20210722T024724_20210722T044301_F02.bufr.bin",,,UNSPECIFIED,5.47756290435791
S6A_P4_2__LR_RED__NR_025_219_20210722T044301_20210722T063841_F02,,2021-07-22T04:43:01.519Z,2021-07-22T06:38:41.482Z,"https://archive.podaac.earthdata.nasa.gov/podaac-ops-cumulus-protected/JASON_CS_S6A_L2_ALT_LR_RED_OST_NRT_F/S6A_P4_2__LR_RED__NR_025_219_20210722T044301_20210722T063841_F02.nc,https://archive.podaac.earthdata.nasa.gov/podaac-ops-cumulus-protected/JASON_CS_S6A_L2_ALT_LR_RED_OST_NRT_F/S6A_P4_2__LR_RED__NR_025_219_20210722T044301_20210722T063841_F02.bufr.bin",,,UNSPECIFIED,0.3111543655395508
S6A_P4_2__LR_RED__NR_025_221_20210722T063841_20210722T081646_F02,,2021-07-22T06:38:41.532Z,2021-07-22T08:16:46.453Z,"https://archive.podaac.earthdata.nasa.gov/podaac-ops-cumulus-protected/JASON_CS_S6A_L2_ALT_LR_RED_OST_NRT_F/S6A_P4_2__LR_RED__NR_025_221_20210722T063841_20210722T081646_F02.nc,https://archive.podaac.earthdata.nasa.gov/podaac-ops-cumulus-protected/JASON_CS_S6A_L2_ALT_LR_RED_OST_NRT_F/S6A_P4_2__LR_RED__NR_025_221_20210722T063841_20210722T081646_F02.bufr.bin",,,UNSPECIFIED,0.31030941009521484
S6A_P4_2__LR_RED__NR_025_223_20210722T081646_20210722T101025_F02,,2021-07-22T08:16:46.503Z,2021-07-22T10:10:25.471Z,"https://archive.podaac.earthdata.nasa.gov/podaac-ops-cumulus-protected/JASON_CS_S6A_L2_ALT_LR_RED_OST_NRT_F/S6A_P4_2__LR_RED__NR_025_223_20210722T081646_20210722T101025_F02.nc,https://archive.podaac.earthdata.nasa.gov/podaac-ops-cumulus-protected/JASON_CS_S6A_L2_ALT_LR_RED_OST_NRT_F/S6A_P4_2__LR_RED__NR_025_223_20210722T081646_20210722T101025_F02.bufr.bin",,,UNSPECIFIED,0.3153810501098633
S6A_P4_2__LR_RED__NR_025_225_20210722T101025_20210722T120619_F02,,2021-07-22T10:10:25.522Z,2021-07-22T12:06:19.484Z,"https://archive.podaac.earthdata.nasa.gov/podaac-ops-cumulus-protected/JASON_CS_S6A_L2_ALT_LR_RED_OST_NRT_F/S6A_P4_2__LR_RED__NR_025_225_20210722T101025_20210722T120619_F02.nc,https://archive.podaac.earthdata.nasa.gov/podaac-ops-cumulus-protected/JASON_CS_S6A_L2_ALT_LR_RED_OST_NRT_F/S6A_P4_2__LR_RED__NR_025_225_20210722T101025_20210722T120619_F02.bufr.bin",,,UNSPECIFIED,5.4957122802734375
S6A_P4_2__LR_RED__NR_025_227_20210722T120619_20210722T140235_F02,,2021-07-22T12:06:19.534Z,2021-07-22T14:02:35.491Z,"https://archive.podaac.earthdata.nasa.gov/podaac-ops-cumulus-protected/JASON_CS_S6A_L2_ALT_LR_RED_OST_NRT_F/S6A_P4_2__LR_RED__NR_025_227_20210722T120619_20210722T140235_F02.nc,https://archive.podaac.earthdata.nasa.gov/podaac-ops-cumulus-protected/JASON_CS_S6A_L2_ALT_LR_RED_OST_NRT_F/S6A_P4_2__LR_RED__NR_025_227_20210722T120619_20210722T140235_F02.bufr.bin",,,UNSPECIFIED,2.713017463684082
S6A_P4_2__LR_RED__NR_025_229_20210722T140235_20210722T155831_F02,,2021-07-22T14:02:35.542Z,2021-07-22T15:58:31.465Z,"https://archive.podaac.earthdata.nasa.gov/podaac-ops-cumulus-protected/JASON_CS_S6A_L2_ALT_LR_RED_OST_NRT_F/S6A_P4_2__LR_RED__NR_025_229_20210722T140235_20210722T155831_F02.nc,https://archive.podaac.earthdata.nasa.gov/podaac-ops-cumulus-protected/JASON_CS_S6A_L2_ALT_LR_RED_OST_NRT_F/S6A_P4_2__LR_RED__NR_025_229_20210722T140235_20210722T155831_F02.bufr.bin",,,UNSPECIFIED,5.437173843383789
S6A_P4_2__LR_RED__NR_025_231_20210722T155831_20210722T175423_F02,,2021-07-22T15:58:31.515Z,2021-07-22T17:54:23.466Z,"https://archive.podaac.earthdata.nasa.gov/podaac-ops-cumulus-protected/JASON_CS_S6A_L2_ALT_LR_RED_OST_NRT_F/S6A_P4_2__LR_RED__NR_025_231_20210722T155831_20210722T175423_F02.nc,https://archive.podaac.earthdata.nasa.gov/podaac-ops-cumulus-protected/JASON_CS_S6A_L2_ALT_LR_RED_OST_NRT_F/S6A_P4_2__LR_RED__NR_025_231_20210722T155831_20210722T175423_F02.bufr.bin",,,UNSPECIFIED,5.419722557067871
S6A_P4_2__LR_RED__NR_025_234_20210722T175423_20210722T193222_F02,,2021-07-22T17:54:23.516Z,2021-07-22T19:32:22.473Z,"https://archive.podaac.earthdata.nasa.gov/podaac-ops-cumulus-protected/JASON_CS_S6A_L2_ALT_LR_RED_OST_NRT_F/S6A_P4_2__LR_RED__NR_025_234_20210722T175423_20210722T193222_F02.nc,https://archive.podaac.earthdata.nasa.gov/podaac-ops-cumulus-protected/JASON_CS_S6A_L2_ALT_LR_RED_OST_NRT_F/S6A_P4_2__LR_RED__NR_025_234_20210722T175423_20210722T193222_F02.bufr.bin",,,UNSPECIFIED,4.5919189453125
S6A_P4_2__LR_RED__NR_025_235_20210722T193222_20210722T212406_F02,,2021-07-22T19:32:22.524Z,2021-07-22T21:24:06.495Z,"https://archive.podaac.earthdata.nasa.gov/podaac-ops-cumulus-protected/JASON_CS_S6A_L2_ALT_LR_RED_OST_NRT_F/S6A_P4_2__LR_RED__NR_025_235_20210722T193222_20210722T212406_F02.nc,https://archive.podaac.earthdata.nasa.gov/podaac-ops-cumulus-protected/JASON_CS_S6A_L2_ALT_LR_RED_OST_NRT_F/S6A_P4_2__LR_RED__NR_025_235_20210722T193222_20210722T212406_F02.bufr.bin",,,UNSPECIFIED,2.576176643371582
S6A_P4_2__LR_RED__NR_025_237_20210722T212406_20210722T231828_F02,,2021-07-22T21:24:06.545Z,2021-07-22T23:18:28.464Z,"https://archive.podaac.earthdata.nasa.gov/podaac-ops-cumulus-protected/JASON_CS_S6A_L2_ALT_LR_RED_OST_NRT_F/S6A_P4_2__LR_RED__NR_025_237_20210722T212406_20210722T231828_F02.nc,https://archive.podaac.earthdata.nasa.gov/podaac-ops-cumulus-protected/JASON_CS_S6A_L2_ALT_LR_RED_OST_NRT_F/S6A_P4_2__LR_RED__NR_025_237_20210722T212406_20210722T231828_F02.bufr.bin",,,UNSPECIFIED,5.449484825134277
S6A_P4_2__LR_RED__NR_025_239_20210722T231828_20210723T011405_F02,,2021-07-22T23:18:28.514Z,2021-07-23T01:14:05.487Z,"https://archive.podaac.earthdata.nasa.gov/podaac-ops-cumulus-protected/JASON_CS_S6A_L2_ALT_LR_RED_OST_NRT_F/S6A_P4_2__LR_RED__NR_025_239_20210722T231828_20210723T011405_F02.nc,https://archive.podaac.earthdata.nasa.gov/podaac-ops-cumulus-protected/JASON_CS_S6A_L2_ALT_LR_RED_OST_NRT_F/S6A_P4_2__LR_RED__NR_025_239_20210722T231828_20210723T011405_F02.bufr.bin",,,UNSPECIFIED,0.3091611862182617
S6A_P4_2__LR_RED__NR_025_241_20210723T011405_20210723T030955_F02,,2021-07-23T01:14:05.537Z,2021-07-23T03:09:55.477Z,"https://archive.podaac.earthdata.nasa.gov/podaac-ops-cumulus-protected/JASON_CS_S6A_L2_ALT_LR_RED_OST_NRT_F/S6A_P4_2__LR_RED__NR_025_241_20210723T011405_20210723T030955_F02.nc,https://archive.podaac.earthdata.nasa.gov/podaac-ops-cumulus-protected/JASON_CS_S6A_L2_ALT_LR_RED_OST_NRT_F/S6A_P4_2__LR_RED__NR_025_241_20210723T011405_20210723T030955_F02.bufr.bin",,,UNSPECIFIED,0.31112003326416016
S6A_P4_2__LR_RED__NR_025_243_20210723T030955_20210723T050533_F02,,2021-07-23T03:09:55.527Z,2021-07-23T05:05:33.493Z,"https://archive.podaac.earthdata.nasa.gov/podaac-ops-cumulus-protected/JASON_CS_S6A_L2_ALT_LR_RED_OST_NRT_F/S6A_P4_2__LR_RED__NR_025_243_20210723T030955_20210723T050533_F02.nc,https://archive.podaac.earthdata.nasa.gov/podaac-ops-cumulus-protected/JASON_CS_S6A_L2_ALT_LR_RED_OST_NRT_F/S6A_P4_2__LR_RED__NR_025_243_20210723T030955_20210723T050533_F02.bufr.bin",,,UNSPECIFIED,2.6997575759887695
S6A_P4_2__LR_RED__NR_025_245_20210723T050533_20210723T064603_F02,,2021-07-23T05:05:33.543Z,2021-07-23T06:46:03.471Z,"https://archive.podaac.earthdata.nasa.gov/podaac-ops-cumulus-protected/JASON_CS_S6A_L2_ALT_LR_RED_OST_NRT_F/S6A_P4_2__LR_RED__NR_025_245_20210723T050533_20210723T064603_F02.nc,https://archive.podaac.earthdata.nasa.gov/podaac-ops-cumulus-protected/JASON_CS_S6A_L2_ALT_LR_RED_OST_NRT_F/S6A_P4_2__LR_RED__NR_025_245_20210723T050533_20210723T064603_F02.bufr.bin",,,UNSPECIFIED,0.30931758880615234
S6A_P4_2__LR_RED__NR_025_247_20210723T064603_20210723T083817_F02,,2021-07-23T06:46:03.521Z,2021-07-23T08:38:17.483Z,"https://archive.podaac.earthdata.nasa.gov/podaac-ops-cumulus-protected/JASON_CS_S6A_L2_ALT_LR_RED_OST_NRT_F/S6A_P4_2__LR_RED__NR_025_247_20210723T064603_20210723T083817_F02.nc,https://archive.podaac.earthdata.nasa.gov/podaac-ops-cumulus-protected/JASON_CS_S6A_L2_ALT_LR_RED_OST_NRT_F/S6A_P4_2__LR_RED__NR_025_247_20210723T064603_20210723T083817_F02.bufr.bin",,,UNSPECIFIED,0.3096904754638672
S6A_P4_2__LR_RED__NR_025_249_20210723T083817_20210723T103256_F02,,2021-07-23T08:38:17.533Z,2021-07-23T10:32:56.490Z,"https://archive.podaac.earthdata.nasa.gov/podaac-ops-cumulus-protected/JASON_CS_S6A_L2_ALT_LR_RED_OST_NRT_F/S6A_P4_2__LR_RED__NR_025_249_20210723T083817_20210723T103256_F02.nc,https://archive.podaac.earthdata.nasa.gov/podaac-ops-cumulus-protected/JASON_CS_S6A_L2_ALT_LR_RED_OST_NRT_F/S6A_P4_2__LR_RED__NR_025_249_20210723T083817_20210723T103256_F02.bufr.bin",,,UNSPECIFIED,0.3114604949951172
