Granule UR,Producer Granule ID,Start Time,End Time,Online Access URLs,Browse URLs,Cloud Cover,Day/Night,Size
S6A_P4_2__LR_RED__NR_025_075_20210716T134228_20210716T153841_F02,,2021-07-16T13:42:28.508Z,2021-07-16T15:38:41.484Z,"https://archive.podaac.earthdata.nasa.gov/podaac-ops-cumulus-protected/JASON_CS_S6A_L2_ALT_LR_RED_OST_NRT_F/S6A_P4_2__LR_RED__NR_025_075_20210716T134228_20210716T153841_F02.nc,https://archive.podaac.earthdata.nasa.gov/podaac-ops-cumulus-protected/JASON_CS_S6A_L2_ALT_LR_RED_OST_NRT_F/S6A_P4_2__LR_RED__NR_025_075_20210716T134228_20210716T153841_F02.bufr.bin",,,UNSPECIFIED,5.544111251831055
S6A_P4_2__LR_RED__NR_025_077_20210716T153841_20210716T173433_F02,,2021-07-16T15:38:41.535Z,2021-07-16T17:34:33.476Z,"https://archive.podaac.earthdata.nasa.gov/podaac-ops-cumulus-protected/JASON_CS_S6A_L2_ALT_LR_RED_OST_NRT_F/S6A_P4_2__LR_RED__NR_025_077_20210716T153841_20210716T173433_F02.nc,https://archive.podaac.earthdata.nasa.gov/podaac-ops-cumulus-protected/JASON_CS_S6A_L2_ALT_LR_RED_OST_NRT_F/S6A_P4_2__LR_RED__NR_025_077_20210716T153841_20210716T173433_F02.bufr.bin",,,UNSPECIFIED,0.31298065185546875
S6A_P4_2__LR_RED__NR_025_079_20210716T173433_20210716T193033_F02,,2021-07-16T17:34:33.526Z,2021-07-16T19:30:33.494Z,"https://archive.podaac.earthdata.nasa.gov/podaac-ops-cumulus-protected/JASON_CS_S6A_L2_ALT_LR_RED_OST_NRT_F/S6A_P4_2__LR_RED__NR_025_079_20210716T173433_20210716T193033_F02.nc,https://archive.podaac.earthdata.nasa.gov/podaac-ops-cumulus-protected/JASON_CS_S6A_L2_ALT_LR_RED_OST_NRT_F/S6A_P4_2__LR_RED__NR_025_079_20210716T173433_20210716T193033_F02.bufr.bin",,,UNSPECIFIED,5.428214073181152
S6A_P4_2__LR_RED__NR_025_082_20210716T193033_20210716T210718_F02,,2021-07-16T19:30:33.544Z,2021-07-16T21:07:18.453Z,"https://archive.podaac.earthdata.nasa.gov/podaac-ops-cumulus-protected/JASON_CS_S6A_L2_ALT_LR_RED_OST_NRT_F/S6A_P4_2__LR_RED__NR_025_082_20210716T193033_20210716T210718_F02.nc,https://archive.podaac.earthdata.nasa.gov/podaac-ops-cumulus-protected/JASON_CS_S6A_L2_ALT_LR_RED_OST_NRT_F/S6A_P4_2__LR_RED__NR_025_082_20210716T193033_20210716T210718_F02.bufr.bin",,,UNSPECIFIED,4.503833770751953
S6A_P4_2__LR_RED__NR_025_083_20210716T210718_20210716T225942_F02,,2021-07-16T21:07:18.503Z,2021-07-16T22:59:42.460Z,"https://archive.podaac.earthdata.nasa.gov/podaac-ops-cumulus-protected/JASON_CS_S6A_L2_ALT_LR_RED_OST_NRT_F/S6A_P4_2__LR_RED__NR_025_083_20210716T210718_20210716T225942_F02.nc,https://archive.podaac.earthdata.nasa.gov/podaac-ops-cumulus-protected/JASON_CS_S6A_L2_ALT_LR_RED_OST_NRT_F/S6A_P4_2__LR_RED__NR_025_083_20210716T210718_20210716T225942_F02.bufr.bin",,,UNSPECIFIED,5.1010589599609375
S6A_P4_2__LR_RED__NR_025_085_20210716T225942_20210717T005425_F02,,2021-07-16T22:59:42.510Z,2021-07-17T00:54:25.489Z,"https://archive.podaac.earthdata.nasa.gov/podaac-ops-cumulus-protected/JASON_CS_S6A_L2_ALT_LR_RED_OST_NRT_F/S6A_P4_2__LR_RED__NR_025_085_20210716T225942_20210717T005425_F02.nc,https://archive.podaac.earthdata.nasa.gov/podaac-ops-cumulus-protected/JASON_CS_S6A_L2_ALT_LR_RED_OST_NRT_F/S6A_P4_2__LR_RED__NR_025_085_20210716T225942_20210717T005425_F02.bufr.bin",,,UNSPECIFIED,2.6814165115356445
S6A_P4_2__LR_RED__NR_025_087_20210717T005425_20210717T025012_F02,,2021-07-17T00:54:25.540Z,2021-07-17T02:50:12.460Z,"https://archive.podaac.earthdata.nasa.gov/podaac-ops-cumulus-protected/JASON_CS_S6A_L2_ALT_LR_RED_OST_NRT_F/S6A_P4_2__LR_RED__NR_025_087_20210717T005425_20210717T025012_F02.nc,https://archive.podaac.earthdata.nasa.gov/podaac-ops-cumulus-protected/JASON_CS_S6A_L2_ALT_LR_RED_OST_NRT_F/S6A_P4_2__LR_RED__NR_025_087_20210717T005425_20210717T025012_F02.bufr.bin",,,UNSPECIFIED,0.3086128234863281
S6A_P4_2__LR_RED__NR_025_089_20210717T025012_20210717T044557_F02,,2021-07-17T02:50:12.510Z,2021-07-17T04:45:57.477Z,"https://archive.podaac.earthdata.nasa.gov/podaac-ops-cumulus-protected/JASON_CS_S6A_L2_ALT_LR_RED_OST_NRT_F/S6A_P4_2__LR_RED__NR_025_089_20210717T025012_20210717T044557_F02.nc,https://archive.podaac.earthdata.nasa.gov/podaac-ops-cumulus-protected/JASON_CS_S6A_L2_ALT_LR_RED_OST_NRT_F/S6A_P4_2__LR_RED__NR_025_089_20210717T025012_20210717T044557_F02.bufr.bin",,,UNSPECIFIED,5.448491096496582
S6A_P4_2__LR_RED__NR_025_091_20210717T044557_20210717T064133_F02,,2021-07-17T04:45:57.527Z,2021-07-17T06:41:33.471Z,"https://archive.podaac.earthdata.nasa.gov/podaac-ops-cumulus-protected/JASON_CS_S6A_L2_ALT_LR_RED_OST_NRT_F/S6A_P4_2__LR_RED__NR_025_091_20210717T044557_20210717T064133_F02.nc,https://archive.podaac.earthdata.nasa.gov/podaac-ops-cumulus-protected/JASON_CS_S6A_L2_ALT_LR_RED_OST_NRT_F/S6A_P4_2__LR_RED__NR_025_091_20210717T044557_20210717T064133_F02.bufr.bin",,,UNSPECIFIED,0.31000518798828125
S6A_P4_2__LR_RED__NR_025_093_20210717T064133_20210717T082134_F02,,2021-07-17T06:41:33.522Z,2021-07-17T08:21:34.476Z,"https://archive.podaac.earthdata.nasa.gov/podaac-ops-cumulus-protected/JASON_CS_S6A_L2_ALT_LR_RED_OST_NRT_F/S6A_P4_2__LR_RED__NR_025_093_20210717T064133_20210717T082134_F02.nc,https://archive.podaac.earthdata.nasa.gov/podaac-ops-cumulus-protected/JASON_CS_S6A_L2_ALT_LR_RED_OST_NRT_F/S6A_P4_2__LR_RED__NR_025_093_20210717T064133_20210717T082134_F02.bufr.bin",,,UNSPECIFIED,4.867336273193359
S6A_P4_2__LR_RED__NR_025_095_20210717T082134_20210717T101352_F02,,2021-07-17T08:21:34.526Z,2021-07-17T10:13:52.487Z,"https://archive.podaac.earthdata.nasa.gov/podaac-ops-cumulus-protected/JASON_CS_S6A_L2_ALT_LR_RED_OST_NRT_F/S6A_P4_2__LR_RED__NR_025_095_20210717T082134_20210717T101352_F02.nc,https://archive.podaac.earthdata.nasa.gov/podaac-ops-cumulus-protected/JASON_CS_S6A_L2_ALT_LR_RED_OST_NRT_F/S6A_P4_2__LR_RED__NR_025_095_20210717T082134_20210717T101352_F02.bufr.bin",,,UNSPECIFIED,5.200369834899902
S6A_P4_2__LR_RED__NR_025_097_20210717T101352_20210717T120859_F02,,2021-07-17T10:13:52.538Z,2021-07-17T12:08:59.473Z,"https://archive.podaac.earthdata.nasa.gov/podaac-ops-cumulus-protected/JASON_CS_S6A_L2_ALT_LR_RED_OST_NRT_F/S6A_P4_2__LR_RED__NR_025_097_20210717T101352_20210717T120859_F02.nc,https://archive.podaac.earthdata.nasa.gov/podaac-ops-cumulus-protected/JASON_CS_S6A_L2_ALT_LR_RED_OST_NRT_F/S6A_P4_2__LR_RED__NR_025_097_20210717T101352_20210717T120859_F02.bufr.bin",,,UNSPECIFIED,0.17374515533447266
S6A_P4_2__LR_RED__NR_025_099_20210717T120859_20210717T140513_F02,,2021-07-17T12:08:59.524Z,2021-07-17T14:05:13.492Z,"https://archive.podaac.earthdata.nasa.gov/podaac-ops-cumulus-protected/JASON_CS_S6A_L2_ALT_LR_RED_OST_NRT_F/S6A_P4_2__LR_RED__NR_025_099_20210717T120859_20210717T140513_F02.nc,https://archive.podaac.earthdata.nasa.gov/podaac-ops-cumulus-protected/JASON_CS_S6A_L2_ALT_LR_RED_OST_NRT_F/S6A_P4_2__LR_RED__NR_025_099_20210717T120859_20210717T140513_F02.bufr.bin",,,UNSPECIFIED,2.712338447570801
S6A_P4_2__LR_RED__NR_025_101_20210717T140513_20210717T160120_F02,,2021-07-17T14:05:13.543Z,2021-07-17T16:01:20.456Z,"https://archive.podaac.earthdata.nasa.gov/podaac-ops-cumulus-protected/JASON_CS_S6A_L2_ALT_LR_RED_OST_NRT_F/S6A_P4_2__LR_RED__NR_025_101_20210717T140513_20210717T160120_F02.nc,https://archive.podaac.earthdata.nasa.gov/podaac-ops-cumulus-protected/JASON_CS_S6A_L2_ALT_LR_RED_OST_NRT_F/S6A_P4_2__LR_RED__NR_025_101_20210717T140513_20210717T160120_F02.bufr.bin",,,UNSPECIFIED,5.278033256530762
S6A_P4_2__LR_RED__NR_025_103_20210717T160120_20210717T175708_F02,,2021-07-17T16:01:20.507Z,2021-07-17T17:57:08.480Z,"https://archive.podaac.earthdata.nasa.gov/podaac-ops-cumulus-protected/JASON_CS_S6A_L2_ALT_LR_RED_OST_NRT_F/S6A_P4_2__LR_RED__NR_025_103_20210717T160120_20210717T175708_F02.nc,https://archive.podaac.earthdata.nasa.gov/podaac-ops-cumulus-protected/JASON_CS_S6A_L2_ALT_LR_RED_OST_NRT_F/S6A_P4_2__LR_RED__NR_025_103_20210717T160120_20210717T175708_F02.bufr.bin",,,UNSPECIFIED,0.3082437515258789
S6A_P4_2__LR_RED__NR_025_105_20210717T175708_20210717T195329_F02,,2021-07-17T17:57:08.530Z,2021-07-17T19:53:29.450Z,"https://archive.podaac.earthdata.nasa.gov/podaac-ops-cumulus-protected/JASON_CS_S6A_L2_ALT_LR_RED_OST_NRT_F/S6A_P4_2__LR_RED__NR_025_105_20210717T175708_20210717T195329_F02.nc,https://archive.podaac.earthdata.nasa.gov/podaac-ops-cumulus-protected/JASON_CS_S6A_L2_ALT_LR_RED_OST_NRT_F/S6A_P4_2__LR_RED__NR_025_105_20210717T175708_20210717T195329_F02.bufr.bin",,,UNSPECIFIED,2.714715003967285
S6A_P4_2__LR_RED__NR_025_108_20210717T195329_20210717T212832_F02,,2021-07-17T19:53:29.500Z,2021-07-17T21:28:32.460Z,"https://archive.podaac.earthdata.nasa.gov/podaac-ops-cumulus-protected/JASON_CS_S6A_L2_ALT_LR_RED_OST_NRT_F/S6A_P4_2__LR_RED__NR_025_108_20210717T195329_20210717T212832_F02.nc,https://archive.podaac.earthdata.nasa.gov/podaac-ops-cumulus-protected/JASON_CS_S6A_L2_ALT_LR_RED_OST_NRT_F/S6A_P4_2__LR_RED__NR_025_108_20210717T195329_20210717T212832_F02.bufr.bin",,,UNSPECIFIED,0.3094778060913086
S6A_P4_2__LR_RED__NR_025_109_20210717T212832_20210717T232147_F02,,2021-07-17T21:28:32.510Z,2021-07-17T23:21:47.470Z,"https://archive.podaac.earthdata.nasa.gov/podaac-ops-cumulus-protected/JASON_CS_S6A_L2_ALT_LR_RED_OST_NRT_F/S6A_P4_2__LR_RED__NR_025_109_20210717T212832_20210717T232147_F02.nc,https://archive.podaac.earthdata.nasa.gov/podaac-ops-cumulus-protected/JASON_CS_S6A_L2_ALT_LR_RED_OST_NRT_F/S6A_P4_2__LR_RED__NR_025_109_20210717T212832_20210717T232147_F02.bufr.bin",,,UNSPECIFIED,2.651547431945801
S6A_P4_2__LR_RED__NR_025_111_20210717T232147_20210718T011655_F02,,2021-07-17T23:21:47.520Z,2021-07-18T01:16:55.489Z,"https://archive.podaac.earthdata.nasa.gov/podaac-ops-cumulus-protected/JASON_CS_S6A_L2_ALT_LR_RED_OST_NRT_F/S6A_P4_2__LR_RED__NR_025_111_20210717T232147_20210718T011655_F02.nc,https://archive.podaac.earthdata.nasa.gov/podaac-ops-cumulus-protected/JASON_CS_S6A_L2_ALT_LR_RED_OST_NRT_F/S6A_P4_2__LR_RED__NR_025_111_20210717T232147_20210718T011655_F02.bufr.bin",,,UNSPECIFIED,0.30766868591308594
S6A_P4_2__LR_RED__NR_025_113_20210718T011655_20210718T031245_F02,,2021-07-18T01:16:55.539Z,2021-07-18T03:12:45.450Z,"https://archive.podaac.earthdata.nasa.gov/podaac-ops-cumulus-protected/JASON_CS_S6A_L2_ALT_LR_RED_OST_NRT_F/S6A_P4_2__LR_RED__NR_025_113_20210718T011655_20210718T031245_F02.nc,https://archive.podaac.earthdata.nasa.gov/podaac-ops-cumulus-protected/JASON_CS_S6A_L2_ALT_LR_RED_OST_NRT_F/S6A_P4_2__LR_RED__NR_025_113_20210718T011655_20210718T031245_F02.bufr.bin",,,UNSPECIFIED,5.4349870681762695
S6A_P4_2__LR_RED__NR_025_115_20210718T031245_20210718T050829_F02,,2021-07-18T03:12:45.500Z,2021-07-18T05:08:29.457Z,"https://archive.podaac.earthdata.nasa.gov/podaac-ops-cumulus-protected/JASON_CS_S6A_L2_ALT_LR_RED_OST_NRT_F/S6A_P4_2__LR_RED__NR_025_115_20210718T031245_20210718T050829_F02.nc,https://archive.podaac.earthdata.nasa.gov/podaac-ops-cumulus-protected/JASON_CS_S6A_L2_ALT_LR_RED_OST_NRT_F/S6A_P4_2__LR_RED__NR_025_115_20210718T031245_20210718T050829_F02.bufr.bin",,,UNSPECIFIED,2.7024736404418945
S6A_P4_2__LR_RED__NR_025_117_20210718T050829_20210718T070406_F02,,2021-07-18T05:08:29.507Z,2021-07-18T07:04:06.461Z,"https://archive.podaac.earthdata.nasa.gov/podaac-ops-cumulus-protected/JASON_CS_S6A_L2_ALT_LR_RED_OST_NRT_F/S6A_P4_2__LR_RED__NR_025_117_20210718T050829_20210718T070406_F02.nc,https://archive.podaac.earthdata.nasa.gov/podaac-ops-cumulus-protected/JASON_CS_S6A_L2_ALT_LR_RED_OST_NRT_F/S6A_P4_2__LR_RED__NR_025_117_20210718T050829_20210718T070406_F02.bufr.bin",,,UNSPECIFIED,5.577672958374023
S6A_P4_2__LR_RED__NR_025_119_20210718T070406_20210718T084306_F02,,2021-07-18T07:04:06.511Z,2021-07-18T08:43:06.469Z,"https://archive.podaac.earthdata.nasa.gov/podaac-ops-cumulus-protected/JASON_CS_S6A_L2_ALT_LR_RED_OST_NRT_F/S6A_P4_2__LR_RED__NR_025_119_20210718T070406_20210718T084306_F02.nc,https://archive.podaac.earthdata.nasa.gov/podaac-ops-cumulus-protected/JASON_CS_S6A_L2_ALT_LR_RED_OST_NRT_F/S6A_P4_2__LR_RED__NR_025_119_20210718T070406_20210718T084306_F02.bufr.bin",,,UNSPECIFIED,0.30742835998535156
S6A_P4_2__LR_RED__NR_025_121_20210718T084306_20210718T103559_F02,,2021-07-18T08:43:06.520Z,2021-07-18T10:35:59.482Z,"https://archive.podaac.earthdata.nasa.gov/podaac-ops-cumulus-protected/JASON_CS_S6A_L2_ALT_LR_RED_OST_NRT_F/S6A_P4_2__LR_RED__NR_025_121_20210718T084306_20210718T103559_F02.nc,https://archive.podaac.earthdata.nasa.gov/podaac-ops-cumulus-protected/JASON_CS_S6A_L2_ALT_LR_RED_OST_NRT_F/S6A_P4_2__LR_RED__NR_025_121_20210718T084306_20210718T103559_F02.bufr.bin",,,UNSPECIFIED,0.3086118698120117
S6A_P4_2__LR_RED__NR_025_123_20210718T103559_20210718T123140_F02,,2021-07-18T10:35:59.532Z,2021-07-18T12:31:40.459Z,"https://archive.podaac.earthdata.nasa.gov/podaac-ops-cumulus-protected/JASON_CS_S6A_L2_ALT_LR_RED_OST_NRT_F/S6A_P4_2__LR_RED__NR_025_123_20210718T103559_20210718T123140_F02.nc,https://archive.podaac.earthdata.nasa.gov/podaac-ops-cumulus-protected/JASON_CS_S6A_L2_ALT_LR_RED_OST_NRT_F/S6A_P4_2__LR_RED__NR_025_123_20210718T103559_20210718T123140_F02.bufr.bin",,,UNSPECIFIED,5.3783464431762695
S6A_P4_2__LR_RED__NR_025_125_20210718T123140_20210718T142756_F02,,2021-07-18T12:31:40.509Z,2021-07-18T14:27:56.460Z,"https://archive.podaac.earthdata.nasa.gov/podaac-ops-cumulus-protected/JASON_CS_S6A_L2_ALT_LR_RED_OST_NRT_F/S6A_P4_2__LR_RED__NR_025_125_20210718T123140_20210718T142756_F02.nc,https://archive.podaac.earthdata.nasa.gov/podaac-ops-cumulus-protected/JASON_CS_S6A_L2_ALT_LR_RED_OST_NRT_F/S6A_P4_2__LR_RED__NR_025_125_20210718T123140_20210718T142756_F02.bufr.bin",,,UNSPECIFIED,2.713017463684082
S6A_P4_2__LR_RED__NR_025_127_20210718T142756_20210718T162356_F02,,2021-07-18T14:27:56.511Z,2021-07-18T16:23:56.469Z,"https://archive.podaac.earthdata.nasa.gov/podaac-ops-cumulus-protected/JASON_CS_S6A_L2_ALT_LR_RED_OST_NRT_F/S6A_P4_2__LR_RED__NR_025_127_20210718T142756_20210718T162356_F02.nc,https://archive.podaac.earthdata.nasa.gov/podaac-ops-cumulus-protected/JASON_CS_S6A_L2_ALT_LR_RED_OST_NRT_F/S6A_P4_2__LR_RED__NR_025_127_20210718T142756_20210718T162356_F02.bufr.bin",,,UNSPECIFIED,2.66310977935791
S6A_P4_2__LR_RED__NR_025_129_20210718T162356_20210718T181945_F02,,2021-07-18T16:23:56.519Z,2021-07-18T18:19:45.468Z,"https://archive.podaac.earthdata.nasa.gov/podaac-ops-cumulus-protected/JASON_CS_S6A_L2_ALT_LR_RED_OST_NRT_F/S6A_P4_2__LR_RED__NR_025_129_20210718T162356_20210718T181945_F02.nc,https://archive.podaac.earthdata.nasa.gov/podaac-ops-cumulus-protected/JASON_CS_S6A_L2_ALT_LR_RED_OST_NRT_F/S6A_P4_2__LR_RED__NR_025_129_20210718T162356_20210718T181945_F02.bufr.bin",,,UNSPECIFIED,0.3106813430786133
S6A_P4_2__LR_RED__NR_025_132_20210718T181945_20210718T195907_F02,,2021-07-18T18:19:45.518Z,2021-07-18T19:59:07.460Z,"https://archive.podaac.earthdata.nasa.gov/podaac-ops-cumulus-protected/JASON_CS_S6A_L2_ALT_LR_RED_OST_NRT_F/S6A_P4_2__LR_RED__NR_025_132_20210718T181945_20210718T195907_F02.nc,https://archive.podaac.earthdata.nasa.gov/podaac-ops-cumulus-protected/JASON_CS_S6A_L2_ALT_LR_RED_OST_NRT_F/S6A_P4_2__LR_RED__NR_025_132_20210718T181945_20210718T195907_F02.bufr.bin",,,UNSPECIFIED,4.515511512756348
S6A_P4_2__LR_RED__NR_025_133_20210718T195907_20210718T215014_F02,,2021-07-18T19:59:07.511Z,2021-07-18T21:50:14.453Z,"https://archive.podaac.earthdata.nasa.gov/podaac-ops-cumulus-protected/JASON_CS_S6A_L2_ALT_LR_RED_OST_NRT_F/S6A_P4_2__LR_RED__NR_025_133_20210718T195907_20210718T215014_F02.nc,https://archive.podaac.earthdata.nasa.gov/podaac-ops-cumulus-protected/JASON_CS_S6A_L2_ALT_LR_RED_OST_NRT_F/S6A_P4_2__LR_RED__NR_025_133_20210718T195907_20210718T215014_F02.bufr.bin",,,UNSPECIFIED,0.3113222122192383
S6A_P4_2__LR_RED__NR_025_135_20210718T215014_20210718T234402_F02,,2021-07-18T21:50:14.504Z,2021-07-18T23:44:02.452Z,"https://archive.podaac.earthdata.nasa.gov/podaac-ops-cumulus-protected/JASON_CS_S6A_L2_ALT_LR_RED_OST_NRT_F/S6A_P4_2__LR_RED__NR_025_135_20210718T215014_20210718T234402_F02.nc,https://archive.podaac.earthdata.nasa.gov/podaac-ops-cumulus-protected/JASON_CS_S6A_L2_ALT_LR_RED_OST_NRT_F/S6A_P4_2__LR_RED__NR_025_135_20210718T215014_20210718T234402_F02.bufr.bin",,,UNSPECIFIED,2.6627511978149414
S6A_P4_2__LR_RED__NR_025_137_20210718T234402_20210719T013937_F02,,2021-07-18T23:44:02.503Z,2021-07-19T01:39:37.471Z,"https://archive.podaac.earthdata.nasa.gov/podaac-ops-cumulus-protected/JASON_CS_S6A_L2_ALT_LR_RED_OST_NRT_F/S6A_P4_2__LR_RED__NR_025_137_20210718T234402_20210719T013937_F02.nc,https://archive.podaac.earthdata.nasa.gov/podaac-ops-cumulus-protected/JASON_CS_S6A_L2_ALT_LR_RED_OST_NRT_F/S6A_P4_2__LR_RED__NR_025_137_20210718T234402_20210719T013937_F02.bufr.bin",,,UNSPECIFIED,5.541729927062988
S6A_P4_2__LR_RED__NR_025_139_20210719T013937_20210719T033531_F02,,2021-07-19T01:39:37.521Z,2021-07-19T03:35:31.458Z,"https://archive.podaac.earthdata.nasa.gov/podaac-ops-cumulus-protected/JASON_CS_S6A_L2_ALT_LR_RED_OST_NRT_F/S6A_P4_2__LR_RED__NR_025_139_20210719T013937_20210719T033531_F02.nc,https://archive.podaac.earthdata.nasa.gov/podaac-ops-cumulus-protected/JASON_CS_S6A_L2_ALT_LR_RED_OST_NRT_F/S6A_P4_2__LR_RED__NR_025_139_20210719T013937_20210719T033531_F02.bufr.bin",,,UNSPECIFIED,0.31206512451171875
S6A_P4_2__LR_RED__NR_025_141_20210719T033531_20210719T053101_F02,,2021-07-19T03:35:31.509Z,2021-07-19T05:31:01.485Z,"https://archive.podaac.earthdata.nasa.gov/podaac-ops-cumulus-protected/JASON_CS_S6A_L2_ALT_LR_RED_OST_NRT_F/S6A_P4_2__LR_RED__NR_025_141_20210719T033531_20210719T053101_F02.nc,https://archive.podaac.earthdata.nasa.gov/podaac-ops-cumulus-protected/JASON_CS_S6A_L2_ALT_LR_RED_OST_NRT_F/S6A_P4_2__LR_RED__NR_025_141_20210719T033531_20210719T053101_F02.bufr.bin",,,UNSPECIFIED,2.697381019592285
S6A_P4_2__LR_RED__NR_025_143_20210719T053101_20210719T072643_F02,,2021-07-19T05:31:01.536Z,2021-07-19T07:26:43.495Z,"https://archive.podaac.earthdata.nasa.gov/podaac-ops-cumulus-protected/JASON_CS_S6A_L2_ALT_LR_RED_OST_NRT_F/S6A_P4_2__LR_RED__NR_025_143_20210719T053101_20210719T072643_F02.nc,https://archive.podaac.earthdata.nasa.gov/podaac-ops-cumulus-protected/JASON_CS_S6A_L2_ALT_LR_RED_OST_NRT_F/S6A_P4_2__LR_RED__NR_025_143_20210719T053101_20210719T072643_F02.bufr.bin",,,UNSPECIFIED,5.491374969482422
S6A_P4_2__LR_RED__NR_025_146_20210719T072643_20210719T090425_F02,,2021-07-19T07:26:43.546Z,2021-07-19T09:04:25.454Z,"https://archive.podaac.earthdata.nasa.gov/podaac-ops-cumulus-protected/JASON_CS_S6A_L2_ALT_LR_RED_OST_NRT_F/S6A_P4_2__LR_RED__NR_025_146_20210719T072643_20210719T090425_F02.nc,https://archive.podaac.earthdata.nasa.gov/podaac-ops-cumulus-protected/JASON_CS_S6A_L2_ALT_LR_RED_OST_NRT_F/S6A_P4_2__LR_RED__NR_025_146_20210719T072643_20210719T090425_F02.bufr.bin",,,UNSPECIFIED,2.3144350051879883
S6A_P4_2__LR_RED__NR_025_147_20210719T090425_20210719T105824_F02,,2021-07-19T09:04:25.504Z,2021-07-19T10:58:24.481Z,"https://archive.podaac.earthdata.nasa.gov/podaac-ops-cumulus-protected/JASON_CS_S6A_L2_ALT_LR_RED_OST_NRT_F/S6A_P4_2__LR_RED__NR_025_147_20210719T090425_20210719T105824_F02.nc,https://archive.podaac.earthdata.nasa.gov/podaac-ops-cumulus-protected/JASON_CS_S6A_L2_ALT_LR_RED_OST_NRT_F/S6A_P4_2__LR_RED__NR_025_147_20210719T090425_20210719T105824_F02.bufr.bin",,,UNSPECIFIED,2.6665048599243164
S6A_P4_2__LR_RED__NR_025_149_20210719T105824_20210719T125424_F02,,2021-07-19T10:58:24.531Z,2021-07-19T12:54:24.454Z,"https://archive.podaac.earthdata.nasa.gov/podaac-ops-cumulus-protected/JASON_CS_S6A_L2_ALT_LR_RED_OST_NRT_F/S6A_P4_2__LR_RED__NR_025_149_20210719T105824_20210719T125424_F02.nc,https://archive.podaac.earthdata.nasa.gov/podaac-ops-cumulus-protected/JASON_CS_S6A_L2_ALT_LR_RED_OST_NRT_F/S6A_P4_2__LR_RED__NR_025_149_20210719T105824_20210719T125424_F02.bufr.bin",,,UNSPECIFIED,0.3107280731201172
S6A_P4_2__LR_RED__NR_025_151_20210719T125424_20210719T145038_F02,,2021-07-19T12:54:24.505Z,2021-07-19T14:50:38.478Z,"https://archive.podaac.earthdata.nasa.gov/podaac-ops-cumulus-protected/JASON_CS_S6A_L2_ALT_LR_RED_OST_NRT_F/S6A_P4_2__LR_RED__NR_025_151_20210719T125424_20210719T145038_F02.nc,https://archive.podaac.earthdata.nasa.gov/podaac-ops-cumulus-protected/JASON_CS_S6A_L2_ALT_LR_RED_OST_NRT_F/S6A_P4_2__LR_RED__NR_025_151_20210719T125424_20210719T145038_F02.bufr.bin",,,UNSPECIFIED,2.712338447570801
S6A_P4_2__LR_RED__NR_025_153_20210719T145541_20210719T164632_F02,,2021-07-19T14:55:41.500Z,2021-07-19T16:46:32.478Z,"https://archive.podaac.earthdata.nasa.gov/podaac-ops-cumulus-protected/JASON_CS_S6A_L2_ALT_LR_RED_OST_NRT_F/S6A_P4_2__LR_RED__NR_025_153_20210719T145541_20210719T164632_F02.nc,https://archive.podaac.earthdata.nasa.gov/podaac-ops-cumulus-protected/JASON_CS_S6A_L2_ALT_LR_RED_OST_NRT_F/S6A_P4_2__LR_RED__NR_025_153_20210719T145541_20210719T164632_F02.bufr.bin",,,UNSPECIFIED,0.23371219635009766
S6A_P4_2__LR_RED__NR_025_155_20210719T164632_20210719T184227_F02,,2021-07-19T16:46:32.528Z,2021-07-19T18:42:27.495Z,"https://archive.podaac.earthdata.nasa.gov/podaac-ops-cumulus-protected/JASON_CS_S6A_L2_ALT_LR_RED_OST_NRT_F/S6A_P4_2__LR_RED__NR_025_155_20210719T164632_20210719T184227_F02.nc,https://archive.podaac.earthdata.nasa.gov/podaac-ops-cumulus-protected/JASON_CS_S6A_L2_ALT_LR_RED_OST_NRT_F/S6A_P4_2__LR_RED__NR_025_155_20210719T164632_20210719T184227_F02.bufr.bin",,,UNSPECIFIED,5.390652656555176
S6A_P4_2__LR_RED__NR_025_158_20210719T184227_20210719T201949_F02,,2021-07-19T18:42:27.545Z,2021-07-19T20:19:49.495Z,"https://archive.podaac.earthdata.nasa.gov/podaac-ops-cumulus-protected/JASON_CS_S6A_L2_ALT_LR_RED_OST_NRT_F/S6A_P4_2__LR_RED__NR_025_158_20210719T184227_20210719T201949_F02.nc,https://archive.podaac.earthdata.nasa.gov/podaac-ops-cumulus-protected/JASON_CS_S6A_L2_ALT_LR_RED_OST_NRT_F/S6A_P4_2__LR_RED__NR_025_158_20210719T184227_20210719T201949_F02.bufr.bin",,,UNSPECIFIED,4.067910194396973
S6A_P4_2__LR_RED__NR_025_159_20210719T201949_20210719T221154_F02,,2021-07-19T20:19:49.546Z,2021-07-19T22:11:54.451Z,"https://archive.podaac.earthdata.nasa.gov/podaac-ops-cumulus-protected/JASON_CS_S6A_L2_ALT_LR_RED_OST_NRT_F/S6A_P4_2__LR_RED__NR_025_159_20210719T201949_20210719T221154_F02.nc,https://archive.podaac.earthdata.nasa.gov/podaac-ops-cumulus-protected/JASON_CS_S6A_L2_ALT_LR_RED_OST_NRT_F/S6A_P4_2__LR_RED__NR_025_159_20210719T201949_20210719T221154_F02.bufr.bin",,,UNSPECIFIED,0.3165731430053711
